timestamp,process_id,event_type,event_details
2025-03-01 09:14:20,6511,network,SrcIP: 172.6.66.169:43638 → DstIP: 93.185.190.121:443 | User: janedoe
2025-03-01 09:14:20,5921,file,Operation: read | File: C:/Windows/System32/log.txt | User: admin
2025-03-01 09:14:21,6813,registry,Operation: create | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Microsoft/Windows NT/CurrentVersion | User: johndoe
2025-03-01 09:14:22,3793,network,SrcIP: 228.190.84.72:31964 → DstIP: 75.104.190.128:443 | User: johndoe
2025-03-01 09:14:23,7809,file,Operation: read | File: C:/Program Files/log.txt | User: johndoe
2025-03-01 09:14:24,6168,process_start,Executable: C:/Program Files/chrome.exe | User: johndoe
2025-03-01 09:14:24,2153,file,Operation: write | File: C:/Program Files/Common Files/config.ini | User: johndoe
2025-03-01 09:14:25,3506,registry,Operation: create | Key: HKEY_CURRENT_USER\SOFTWARE/Google/Chrome | User: janedoe
2025-03-01 09:14:26,1823,process_start,Executable: C:/Program Files (x86)/cmd.exe | User: johndoe
2025-03-01 09:14:26,3938,registry,Operation: create | Key: HKEY_CURRENT_USER\SOFTWARE/Oracle/Java | User: janedoe
2025-03-01 09:14:27,8126,network,SrcIP: 137.230.8.18:27599 → DstIP: 87.28.172.21:80 | User: janedoe
2025-03-01 09:14:27,5342,process_start,Executable: C:/Users/JohnDoe/AppData/Local/Programs/powershell.exe | User: user1
2025-03-01 09:14:29,5310,registry,Operation: modify | Key: HKEY_CURRENT_USER\SOFTWARE/Microsoft/Windows NT/CurrentVersion | User: janedoe
2025-03-01 09:14:31,3170,network,SrcIP: 227.45.13.197:62648 → DstIP: 40.233.37.164:8080 | User: admin
2025-03-01 09:14:33,2417,network,SrcIP: 78.48.226.175:51018 → DstIP: 164.93.99.55:80 | User: johndoe
2025-03-01 09:14:33,5210,network,SrcIP: 27.232.21.253:31598 → DstIP: 57.1.114.117:8080 | User: user1
2025-03-01 09:14:33,3535,file,Operation: read | File: C:/Users/JohnDoe/Desktop/log.txt | User: janedoe
2025-03-01 09:14:34,7235,file,Operation: write | File: C:/Windows/SysWOW64/log.txt | User: admin
2025-03-01 09:14:34,6295,network,SrcIP: 183.97.99.186:43229 → DstIP: 231.237.209.191:443 | User: janedoe
2025-03-01 09:14:35,5040,registry,Operation: delete | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Microsoft/Office/16.0 | User: johndoe
2025-03-01 09:14:35,7646,registry,Operation: delete | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Adobe/Acrobat Reader | User: janedoe
2025-03-01 09:14:35,3724,process_start,Executable: C:/Program Files (x86)/winword.exe | User: janedoe
2025-03-01 09:14:38,4764,process_start,Executable: C:/Windows/SysWOW64/chrome.exe | User: janedoe
2025-03-01 09:14:38,3776,file,Operation: read | File: C:/Users/JohnDoe/Documents/config.ini | User: janedoe
2025-03-01 09:14:40,6499,registry,Operation: create | Key: HKEY_CURRENT_USER\SOFTWARE/Oracle/Java | User: admin
2025-03-01 09:14:42,6415,registry,Operation: modify | Key: HKEY_CURRENT_USER\SOFTWARE/Google/Chrome | User: user1
2025-03-01 09:14:42,7527,process_start,Executable: C:/Windows/SysWOW64/notepad.exe | User: johndoe
2025-03-01 09:14:44,2124,process_start,Executable: C:/Windows/SysWOW64/msedge.exe | User: user1
2025-03-01 09:14:45,4893,process_start,Executable: C:/Program Files (x86)/svchost.exe | User: johndoe
2025-03-01 09:14:46,8904,file,Operation: read | File: C:/Program Files/Common Files/image.png | User: admin
2025-03-01 09:14:46,5557,network,SrcIP: 205.196.169.141:1199 → DstIP: 248.242.107.86:80 | User: admin
2025-03-01 09:14:50,2505,process_start,Executable: C:/Program Files (x86)/msedge.exe | User: admin
2025-03-01 09:14:50,1742,registry,Operation: create | Key: HKEY_CURRENT_USER\SOFTWARE/Google/Chrome | User: johndoe
2025-03-01 09:14:52,9261,file,Operation: read | File: C:/Program Files/log.txt | User: user1
2025-03-01 09:14:53,5285,file,Operation: write | File: C:/Program Files/log.txt | User: admin
2025-03-01 09:14:54,8490,network,SrcIP: 250.145.251.120:7379 → DstIP: 97.67.193.63:443 | User: user1
2025-03-01 09:14:54,8827,registry,Operation: delete | Key: HKEY_CURRENT_USER\SOFTWARE/Microsoft/Office/16.0 | User: admin
2025-03-01 09:14:54,8822,file,Operation: write | File: C:/Windows/System32/readme.txt | User: admin
2025-03-01 09:14:55,2113,process_start,Executable: C:/Windows/SysWOW64/notepad.exe | User: janedoe
2025-03-01 09:14:55,8147,registry,Operation: delete | Key: HKEY_CURRENT_USER\SOFTWARE/Oracle/Java | User: admin
2025-03-01 09:14:56,5025,network,SrcIP: 77.118.149.248:20384 → DstIP: 126.200.182.246:80 | User: admin
2025-03-01 09:14:57,7382,network,SrcIP: 54.0.33.83:52601 → DstIP: 220.19.135.247:80 | User: janedoe
2025-03-01 09:14:58,6238,registry,Operation: delete | Key: HKEY_CURRENT_USER\SOFTWARE/Microsoft/Office/16.0 | User: user1
2025-03-01 09:14:59,7888,file,Operation: write | File: C:/Users/JohnDoe/Desktop/readme.txt | User: johndoe
2025-03-01 09:15:00,7943,network,SrcIP: 69.122.33.51:26772 → DstIP: 71.115.207.200:80 | User: johndoe
2025-03-01 09:15:01,2226,registry,Operation: modify | Key: HKEY_CURRENT_USER\SOFTWARE/Microsoft/Windows NT/CurrentVersion | User: admin
2025-03-01 09:15:02,1744,network,SrcIP: 11.30.5.57:16797 → DstIP: 87.141.145.220:80 | User: johndoe
2025-03-01 09:15:02,3776,network,SrcIP: 185.136.73.72:19096 → DstIP: 196.100.47.196:443 | User: admin
2025-03-01 09:15:03,7865,process_start,Executable: C:/Users/JohnDoe/AppData/Local/Programs/msedge.exe | User: user1
2025-03-01 09:15:04,8183,network,SrcIP: 222.22.104.239:48107 → DstIP: 106.37.52.225:80 | User: user1
2025-03-01 09:15:06,2291,file,Operation: read | File: C:/Users/JohnDoe/Documents/log.txt | User: johndoe
2025-03-01 09:15:07,8515,network,SrcIP: 212.222.91.189:30989 → DstIP: 175.22.109.50:80 | User: johndoe
2025-03-01 09:15:07,6990,network,SrcIP: 254.247.91.175:63025 → DstIP: 100.85.87.206:8080 | User: user1
2025-03-01 09:15:09,9507,registry,Operation: delete | Key: HKEY_CURRENT_USER\SOFTWARE/Oracle/Java | User: johndoe
2025-03-01 09:15:10,4695,registry,Operation: create | Key: HKEY_CURRENT_USER\SOFTWARE/Microsoft/Windows NT/CurrentVersion | User: admin
2025-03-01 09:15:10,4695,registry,Operation: delete | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Adobe/Acrobat Reader | User: user1
2025-03-01 09:15:12,2275,process_start,Executable: C:/Program Files/powershell.exe | User: janedoe
2025-03-01 09:15:13,1744,file,Operation: read | File: C:/Windows/System32/config.ini | User: admin
2025-03-01 09:15:14,6499,process_start,Executable: C:/Windows/SysWOW64/cmd.exe | User: johndoe
2025-03-01 09:15:14,6085,network,SrcIP: 116.199.98.141:32071 → DstIP: 183.73.186.30:80 | User: admin
2025-03-01 09:15:16,2544,network,SrcIP: 157.145.70.33:33557 → DstIP: 119.133.80.49:8080 | User: johndoe
2025-03-01 09:15:18,3701,process_start,Executable: C:/Windows/System32/calc.exe | User: user1
2025-03-01 09:15:18,5602,network,SrcIP: 68.197.166.8:55082 → DstIP: 157.164.249.147:443 | User: admin
2025-03-01 09:15:19,6905,network,SrcIP: 73.101.43.212:62939 → DstIP: 95.93.201.193:8080 | User: admin
2025-03-01 09:15:19,4371,network,SrcIP: 99.75.180.146:12136 → DstIP: 58.196.57.251:80 | User: admin
2025-03-01 09:15:20,5922,network,SrcIP: 54.9.212.66:7390 → DstIP: 71.136.236.162:80 | User: admin
2025-03-01 09:15:20,4613,process_start,Executable: C:/Windows/System32/svchost.exe | User: johndoe
2025-03-01 09:15:21,4695,registry,Operation: delete | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Microsoft/Windows NT/CurrentVersion | User: user1
2025-03-01 09:15:22,3656,network,SrcIP: 142.245.66.138:33568 → DstIP: 186.21.53.18:8080 | User: johndoe
2025-03-01 09:15:22,4568,network,SrcIP: 136.221.10.205:2260 → DstIP: 148.150.3.199:80 | User: johndoe
2025-03-01 09:15:23,4495,registry,Operation: modify | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Microsoft/Office/16.0 | User: johndoe
2025-03-01 09:15:24,7818,process_start,Executable: C:/Users/JohnDoe/AppData/Local/Programs/msedge.exe | User: janedoe
2025-03-01 09:15:25,9586,registry,Operation: delete | Key: HKEY_CURRENT_USER\SOFTWARE/Oracle/Java | User: johndoe
2025-03-01 09:15:26,7022,process_start,Executable: C:/Program Files/msedge.exe | User: janedoe
2025-03-01 09:15:27,4509,process_start,Executable: C:/Program Files (x86)/calc.exe | User: user1
2025-03-01 09:15:28,1794,registry,Operation: create | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Adobe/Acrobat Reader | User: johndoe
2025-03-01 09:15:29,9227,file,Operation: write | File: C:/Program Files/image.png | User: user1
2025-03-01 09:15:29,2492,registry,Operation: modify | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Adobe/Acrobat Reader | User: user1
2025-03-01 09:15:30,9510,file,Operation: read | File: C:/Users/JohnDoe/Desktop/report.docx | User: janedoe
2025-03-01 09:15:31,4300,network,SrcIP: 107.202.79.45:8576 → DstIP: 209.106.229.81:443 | User: user1
2025-03-01 09:15:32,4974,network,SrcIP: 179.94.225.54:15066 → DstIP: 47.181.194.217:8080 | User: janedoe
2025-03-01 09:15:34,4404,registry,Operation: delete | Key: HKEY_CURRENT_USER\SOFTWARE/Microsoft/Windows NT/CurrentVersion | User: user1
2025-03-01 09:15:34,2168,process_start,Executable: C:/Windows/SysWOW64/cmd.exe | User: johndoe
2025-03-01 09:15:35,6663,file,Operation: read | File: C:/Program Files/log.txt | User: johndoe
2025-03-01 09:15:36,2022,network,SrcIP: 23.254.102.65:8189 → DstIP: 133.18.240.245:80 | User: admin
2025-03-01 09:15:37,5640,file,Operation: write | File: C:/Program Files/readme.txt | User: janedoe
2025-03-01 09:15:38,9782,network,SrcIP: 21.130.231.76:58106 → DstIP: 76.72.223.142:80 | User: janedoe
2025-03-01 09:15:38,4742,file,Operation: write | File: C:/Program Files/readme.txt | User: johndoe
2025-03-01 09:15:39,8736,file,Operation: write | File: C:/Windows/SysWOW64/readme.txt | User: admin
2025-03-01 09:15:42,5836,process_start,Executable: C:/Windows/SysWOW64/cmd.exe | User: user1
2025-03-01 09:15:45,9837,file,Operation: write | File: C:/Windows/SysWOW64/report.docx | User: janedoe
2025-03-01 09:15:45,3739,registry,Operation: modify | Key: HKEY_CURRENT_USER\SOFTWARE/Microsoft/Windows NT/CurrentVersion | User: janedoe
2025-03-01 09:15:46,2767,process_start,Executable: C:/Program Files/powershell.exe | User: admin
2025-03-01 09:15:46,4148,file,Operation: read | File: C:/Program Files/Common Files/image.png | User: johndoe
2025-03-01 09:15:47,7579,registry,Operation: delete | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Oracle/Java | User: user1
2025-03-01 09:15:47,4853,file,Operation: write | File: C:/Users/JohnDoe/Documents/config.ini | User: janedoe
2025-03-01 09:15:47,9967,file,Operation: write | File: C:/Program Files/Common Files/data.csv | User: admin
2025-03-01 09:15:50,8365,registry,Operation: modify | Key: HKEY_CURRENT_USER\SOFTWARE/Adobe/Acrobat Reader | User: johndoe
2025-03-01 09:15:50,6309,registry,Operation: create | Key: HKEY_CURRENT_USER\SOFTWARE/Microsoft/Office/16.0 | User: user1
2025-03-01 09:15:51,4945,process_start,Executable: C:/Users/JohnDoe/AppData/Local/Programs/explorer.exe | User: johndoe
2025-03-01 09:15:52,7524,file,Operation: read | File: C:/Program Files/image.png | User: user1
2025-03-01 09:15:53,9069,process_start,Executable: C:/Windows/SysWOW64/msedge.exe | User: johndoe
2025-03-01 09:15:56,1999,network,SrcIP: 106.96.1.164:45452 → DstIP: 5.184.23.166:443 | User: janedoe
2025-03-01 09:15:56,2654,file,Operation: write | File: C:/Program Files/Common Files/config.ini | User: johndoe
2025-03-01 09:15:56,4292,registry,Operation: modify | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Adobe/Acrobat Reader | User: janedoe
2025-03-01 09:15:57,2037,file,Operation: write | File: C:/Program Files/Common Files/image.png | User: johndoe
2025-03-01 09:16:00,2730,registry,Operation: delete | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Oracle/Java | User: janedoe
2025-03-01 09:16:01,9864,process_start,Executable: C:/Users/JohnDoe/AppData/Local/Programs/chrome.exe | User: johndoe
2025-03-01 09:16:01,8365,file,Operation: write | File: C:/Users/JohnDoe/Desktop/config.ini | User: admin
2025-03-01 09:16:02,2029,network,SrcIP: 152.242.30.67:24681 → DstIP: 194.244.3.139:80 | User: johndoe
2025-03-01 09:16:03,2797,process_start,Executable: C:/Program Files/notepad.exe | User: janedoe
2025-03-01 09:16:04,2492,network,SrcIP: 174.96.214.92:64995 → DstIP: 105.74.14.148:443 | User: janedoe
2025-03-01 09:16:05,2235,network,SrcIP: 145.208.2.137:21537 → DstIP: 177.107.250.255:8080 | User: johndoe
2025-03-01 09:16:05,1717,network,SrcIP: 111.78.212.242:8772 → DstIP: 251.15.170.189:443 | User: janedoe
2025-03-01 09:16:05,4314,file,Operation: read | File: C:/Windows/System32/report.docx | User: johndoe
2025-03-01 09:16:06,6905,process_start,Executable: C:/Windows/SysWOW64/chrome.exe | User: janedoe
2025-03-01 09:16:07,7523,file,Operation: write | File: C:/Program Files/readme.txt | User: janedoe
2025-03-01 09:16:07,4566,registry,Operation: modify | Key: HKEY_CURRENT_USER\SOFTWARE/Google/Chrome | User: johndoe
2025-03-01 09:16:08,1999,file,Operation: read | File: C:/Program Files/report.docx | User: user1
2025-03-01 09:16:08,8836,file,Operation: write | File: C:/Users/JohnDoe/Desktop/readme.txt | User: janedoe
2025-03-01 09:16:09,5088,registry,Operation: delete | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Microsoft/Office/16.0 | User: johndoe
2025-03-01 09:16:11,2901,file,Operation: write | File: C:/Users/JohnDoe/Desktop/report.docx | User: user1
2025-03-01 09:16:13,4675,process_start,Executable: C:/Users/JohnDoe/AppData/Local/Programs/powershell.exe | User: johndoe
2025-03-01 09:16:14,9129,process_start,Executable: C:/Program Files/chrome.exe | User: johndoe
2025-03-01 09:16:15,3440,network,SrcIP: 219.112.151.137:4013 → DstIP: 142.60.87.114:8080 | User: johndoe
2025-03-01 09:16:15,5210,file,Operation: read | File: C:/Users/JohnDoe/Documents/data.csv | User: admin
2025-03-01 09:16:15,6038,process_start,Executable: C:/Windows/SysWOW64/excel.exe | User: janedoe
2025-03-01 09:16:17,2692,registry,Operation: delete | Key: HKEY_CURRENT_USER\SOFTWARE/Oracle/Java | User: johndoe
2025-03-01 09:16:18,9026,network,SrcIP: 59.130.202.135:63414 → DstIP: 2.117.20.113:443 | User: janedoe
2025-03-01 09:16:19,3776,process_start,Executable: C:/Windows/System32/cmd.exe | User: admin
2025-03-01 09:16:20,4454,network,SrcIP: 88.32.128.137:21540 → DstIP: 240.138.147.116:443 | User: user1
2025-03-01 09:16:23,4483,network,SrcIP: 223.84.128.212:3778 → DstIP: 24.249.171.75:80 | User: janedoe
2025-03-01 09:16:23,3877,network,SrcIP: 26.10.70.194:21017 → DstIP: 168.56.173.107:443 | User: johndoe
2025-03-01 09:16:23,2419,registry,Operation: delete | Key: HKEY_CURRENT_USER\SOFTWARE/Oracle/Java | User: admin
2025-03-01 09:16:24,7723,network,SrcIP: 211.87.192.21:27679 → DstIP: 142.20.240.27:80 | User: janedoe
2025-03-01 09:16:24,1144,process_start,Executable: C:/Program Files/winword.exe | User: user1
2025-03-01 09:16:24,2260,process_start,Executable: C:/Windows/SysWOW64/msedge.exe | User: janedoe
2025-03-01 09:16:25,5885,registry,Operation: delete | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Microsoft/Office/16.0 | User: johndoe
2025-03-01 09:16:25,8054,process_start,Executable: C:/Program Files/msedge.exe | User: user1
2025-03-01 09:16:25,5828,network,SrcIP: 136.160.172.61:36509 → DstIP: 65.98.136.204:80 | User: johndoe
2025-03-01 09:16:26,5533,file,Operation: write | File: C:/Windows/System32/image.png | User: admin
2025-03-01 09:16:28,7837,file,Operation: read | File: C:/Users/JohnDoe/Documents/image.png | User: johndoe
2025-03-01 09:16:28,1166,process_start,Executable: C:/Windows/SysWOW64/chrome.exe | User: janedoe
2025-03-01 09:16:30,6799,network,SrcIP: 209.10.29.201:11241 → DstIP: 35.85.24.240:80 | User: johndoe
2025-03-01 09:16:30,9437,process_start,Executable: C:/Windows/System32/cmd.exe | User: admin
2025-03-01 09:16:30,9782,process_start,Executable: C:/Users/JohnDoe/AppData/Local/Programs/msedge.exe | User: user1
2025-03-01 09:16:31,7626,file,Operation: write | File: C:/Users/JohnDoe/Documents/config.ini | User: admin
2025-03-01 09:16:32,5797,file,Operation: write | File: C:/Users/JohnDoe/Desktop/readme.txt | User: janedoe
2025-03-01 09:16:32,9589,registry,Operation: create | Key: HKEY_CURRENT_USER\SOFTWARE/Adobe/Acrobat Reader | User: johndoe
2025-03-01 09:16:33,7284,registry,Operation: delete | Key: HKEY_CURRENT_USER\SOFTWARE/Microsoft/Windows NT/CurrentVersion | User: user1
2025-03-01 09:16:33,3750,registry,Operation: create | Key: HKEY_CURRENT_USER\SOFTWARE/Google/Chrome | User: admin
2025-03-01 09:16:33,5625,registry,Operation: modify | Key: HKEY_CURRENT_USER\SOFTWARE/Microsoft/Windows NT/CurrentVersion | User: johndoe
2025-03-01 09:16:34,8460,network,SrcIP: 179.204.151.87:11417 → DstIP: 134.157.208.152:80 | User: janedoe
2025-03-01 09:16:36,1056,file,Operation: read | File: C:/Users/JohnDoe/Desktop/log.txt | User: janedoe
2025-03-01 09:16:36,7112,process_start,Executable: C:/Program Files (x86)/msedge.exe | User: user1
2025-03-01 09:16:40,7818,network,SrcIP: 70.10.75.210:33649 → DstIP: 220.112.72.182:80 | User: janedoe
2025-03-01 09:16:41,3159,registry,Operation: modify | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Adobe/Acrobat Reader | User: user1
2025-03-01 09:16:41,9004,registry,Operation: create | Key: HKEY_CURRENT_USER\SOFTWARE/Google/Chrome | User: johndoe
2025-03-01 09:16:42,3724,registry,Operation: modify | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Microsoft/Office/16.0 | User: johndoe
2025-03-01 09:16:42,4308,network,SrcIP: 45.154.157.41:6933 → DstIP: 48.120.104.223:8080 | User: user1
2025-03-01 09:16:43,1653,registry,Operation: delete | Key: HKEY_CURRENT_USER\SOFTWARE/Microsoft/Office/16.0 | User: johndoe
2025-03-01 09:16:43,7018,network,SrcIP: 152.104.120.40:48319 → DstIP: 110.239.159.84:80 | User: janedoe
2025-03-01 09:16:44,8444,network,SrcIP: 146.96.243.9:52584 → DstIP: 31.92.9.140:80 | User: janedoe
2025-03-01 09:16:45,7731,file,Operation: read | File: C:/Windows/SysWOW64/report.docx | User: johndoe
2025-03-01 09:16:48,9673,file,Operation: write | File: C:/Windows/System32/readme.txt | User: janedoe
2025-03-01 09:16:48,4853,process_start,Executable: C:/Windows/System32/msedge.exe | User: admin
2025-03-01 09:16:48,4022,file,Operation: read | File: C:/Windows/SysWOW64/log.txt | User: johndoe
2025-03-01 09:16:49,6850,network,SrcIP: 221.28.251.191:32144 → DstIP: 180.57.162.216:8080 | User: johndoe
2025-03-01 09:16:50,9027,process_start,Executable: C:/Program Files/winword.exe | User: janedoe
2025-03-01 09:16:51,2388,network,SrcIP: 95.186.120.163:22104 → DstIP: 139.182.39.68:8080 | User: user1
2025-03-01 09:16:51,1118,file,Operation: write | File: C:/Windows/System32/report.docx | User: admin
2025-03-01 09:16:53,3938,registry,Operation: create | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Adobe/Acrobat Reader | User: janedoe
2025-03-01 09:16:54,2381,process_start,Executable: C:/Windows/SysWOW64/notepad.exe | User: janedoe
2025-03-01 09:16:55,7566,file,Operation: write | File: C:/Windows/SysWOW64/log.txt | User: johndoe
2025-03-01 09:16:56,3877,file,Operation: write | File: C:/Windows/System32/data.csv | User: user1
2025-03-01 09:16:58,1144,file,Operation: write | File: C:/Users/JohnDoe/Desktop/log.txt | User: user1
2025-03-01 09:17:01,7859,registry,Operation: create | Key: HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Run | Value: MaliciousApp = C:/Users/Admin/notepad.exe | User: user1
2025-03-01 09:17:02,9856,network,SrcIP: 177.157.227.26:51297 → DstIP: 154.2.24.193:80 | User: johndoe
2025-03-01 09:17:03,1845,registry,Operation: create | Key: HKEY_CURRENT_USER\SOFTWARE/Google/Chrome | User: johndoe
2025-03-01 09:17:03,1567,network,SrcIP: 91.26.216.253:23172 → DstIP: 98.87.191.57:8080 | User: admin
2025-03-01 09:17:03,5715,network,SrcIP: 2.200.99.171:63792 → DstIP: 21.12.115.216:80 | User: user1
2025-03-01 09:17:04,5088,registry,Operation: modify | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Google/Chrome | User: janedoe
2025-03-01 09:17:04,4308,process_start,Executable: C:/Program Files (x86)/chrome.exe | User: user1
2025-03-01 09:17:06,7943,registry,Operation: delete | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Google/Chrome | User: admin
2025-03-01 09:17:06,7471,registry,Operation: modify | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Microsoft/Office/16.0 | User: admin
2025-03-01 09:17:11,8207,registry,Operation: create | Key: HKEY_CURRENT_USER\SOFTWARE/Microsoft/Windows NT/CurrentVersion | User: admin
2025-03-01 09:17:12,3077,process_start,Executable: C:/Windows/System32/svchost.exe | User: johndoe
2025-03-01 09:17:12,7943,process_start,Executable: C:/Program Files/winword.exe | User: janedoe
2025-03-01 09:17:13,1601,process_start,Executable: C:/Windows/System32/cmd.exe | User: admin
2025-03-01 09:17:13,6529,process_start,Executable: C:/Program Files/powershell.exe | User: admin
2025-03-01 09:17:14,3017,network,SrcIP: 140.95.11.224:32060 → DstIP: 208.233.222.204:80 | User: johndoe
2025-03-01 09:17:14,6990,network,SrcIP: 186.242.103.78:37101 → DstIP: 12.65.98.214:8080 | User: johndoe
2025-03-01 09:17:14,9180,process_start,Executable: C:/Program Files/calc.exe | User: user1
2025-03-01 09:17:15,1188,network,SrcIP: 30.47.196.203:11891 → DstIP: 181.41.96.216:443 | User: johndoe
2025-03-01 09:17:16,8007,registry,Operation: modify | Key: HKEY_CURRENT_USER\SOFTWARE/Microsoft/Office/16.0 | User: admin
2025-03-01 09:17:16,2020,network,SrcIP: 5.247.220.21:31765 → DstIP: 51.55.16.30:80 | User: admin
2025-03-01 09:17:18,9312,file,Operation: read | File: C:/Program Files/readme.txt | User: janedoe
2025-03-01 09:17:25,2443,network,SrcIP: 221.24.144.165:7089 → DstIP: 205.28.36.195:443 | User: user1
2025-03-01 09:17:25,3539,file,Operation: write | File: C:/Users/JohnDoe/Desktop/report.docx | User: janedoe
2025-03-01 09:17:27,3492,registry,Operation: modify | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Oracle/Java | User: johndoe
2025-03-01 09:17:28,4012,file,Operation: write | File: C:/Program Files/image.png | User: user1
2025-03-01 09:17:29,7014,process_start,Executable: C:/Windows/SysWOW64/calc.exe | User: johndoe
2025-03-01 09:17:30,3803,file,Operation: write | File: C:/Users/JohnDoe/Desktop/readme.txt | User: admin
2025-03-01 09:17:32,1917,registry,Operation: modify | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Microsoft/Windows NT/CurrentVersion | User: admin
2025-03-01 09:17:32,7112,network,SrcIP: 132.40.172.154:63306 → DstIP: 109.205.11.94:8080 | User: admin
2025-03-01 09:17:33,9209,network,SrcIP: 183.225.150.79:57329 → DstIP: 191.65.75.149:443 | User: user1
2025-03-01 09:17:34,4073,registry,Operation: create | Key: HKEY_CURRENT_USER\SOFTWARE/Microsoft/Office/16.0 | User: admin
2025-03-01 09:17:35,5641,process_start,Executable: C:/Users/JohnDoe/AppData/Local/Programs/powershell.exe | User: admin
2025-03-01 09:17:37,2084,network,SrcIP: 252.84.252.58:56768 → DstIP: 21.235.175.190:443 | User: johndoe
2025-03-01 09:17:40,7098,process_start,Executable: C:/Users/JohnDoe/AppData/Local/Programs/msedge.exe | User: admin
2025-03-01 09:17:41,2264,network,SrcIP: 30.19.94.225:5009 → DstIP: 149.162.21.116:8080 | User: johndoe
2025-03-01 09:17:43,3258,file,Operation: write | File: C:/Users/JohnDoe/Desktop/config.ini | User: johndoe
2025-03-01 09:17:43,8501,file,Operation: write | File: C:/Users/JohnDoe/Documents/readme.txt | User: admin
2025-03-01 09:17:44,1848,file,Operation: read | File: C:/Users/JohnDoe/Desktop/report.docx | User: johndoe
2025-03-01 09:17:47,7745,registry,Operation: delete | Key: HKEY_CURRENT_USER\SOFTWARE/Oracle/Java | User: johndoe
2025-03-01 09:17:49,8126,process_start,Executable: C:/Windows/SysWOW64/svchost.exe | User: johndoe
2025-03-01 09:17:49,8245,file,Operation: read | File: C:/Users/JohnDoe/Documents/report.docx | User: johndoe
2025-03-01 09:17:50,7980,process_start,Executable: C:/Users/JohnDoe/AppData/Local/Programs/svchost.exe | User: janedoe
2025-03-01 09:17:51,6850,file,Operation: write | File: C:/Windows/SysWOW64/log.txt | User: johndoe
2025-03-01 09:17:52,9689,registry,Operation: delete | Key: ###CORRUPT###HKEY_CURRENT_USER\SOFTWARE/Oracle/Java | User: user1
2025-03-01 09:17:53,6038,file,Operation: read | File: C:/Windows/SysWOW64/log.txt | User: admin
2025-03-01 09:17:53,3086,file,Operation: write | File: C:/Users/JohnDoe/Documents/readme.txt | User: admin
2025-03-01 09:17:55,3623,registry,"Operation: modify | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Google/Chrome,unexpected | User: admin"
2025-03-01 09:17:56,5637,network,SrcIP: 160.206.130.103:19373 → DstIP: 20.78.52.110:80 | User: admin
2025-03-01 09:17:57,6400,network,SrcIP: 132.143.12.250:46932 → DstIP: 82.85.26.122:443 | User: janedoe
2025-03-01 09:17:58,6091,file,Operation: read | File: C:/Program Files/data.csv | User: johndoe
2025-03-01 09:17:58,9873,registry,Operation: delete | Key: HKEY_CURRENT_USER\SOFTWARE/Google/Chrome | User: johndoe
2025-03-01 09:17:59,8775,file,Operation: write | File: C:/Users/JohnDoe/Desktop/report.docx | User: user1
2025-03-01 09:18:00,5025,file,Operation: write | File: C:/Users/JohnDoe/Documents/log.txt | User: admin
2025-03-01 09:18:01,5192,process_start,Executable: C:/Program Files (x86)/svchost.exe | User: admin
2025-03-01 09:18:02,7291,network,SrcIP: 25.2.54.244:36542 → DstIP: 11.240.184.207:80 | User: user1
2025-03-01 09:18:05,4401,process_start,Executable: C:/Program Files/winword.exe | User: admin
2025-03-01 09:18:08,9791,network,SrcIP: 187.49.121.218:63925 → DstIP: 115.162.23.8:8080 | User: user1
2025-03-01 09:18:08,7046,process_start,Executable: C:/Windows/System32/msedge.exe | User: admin
2025-03-01 09:18:10,9589,process_start,Executable: C:/Windows/SysWOW64/chrome.exe | User: janedoe
2025-03-01 09:18:10,6038,registry,Operation: modify | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Google/Chrome | User: admin
2025-03-01 09:18:11,3615,process_start,Executable: C:/Windows/SysWOW64/calc.exe | User: admin
2025-03-01 09:18:11,4992,file,Operation: write | File: C:/Users/JohnDoe/Desktop/log.txt | User: user1
2025-03-01 09:18:11,7980,file,Operation: write | File: C:/Users/JohnDoe/Desktop/log.txt | User: user1
2025-03-01 09:18:12,6442,process_start,Executable: C:/Program Files (x86)/calc.exe | User: admin
